"site";"year";"sample";"species";"Length.mm";"Age.y";"code"
"Abram";2008;"МА 4";"Macoma balthica";1,7;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";4,1;3;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";"NA";1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";"NA";1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";3,5;3;"AB"
"Abram";2008;"МА 4";"Macoma balthica";3,9;4;"AB"
"Abram";2008;"МА 4";"Macoma balthica";6,5;5;"AB"
"Abram";2008;"МА 4";"Macoma balthica";7,6;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";8,3;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,8;10;"AB"
"Abram";2008;"МА 4";"Macoma balthica";14,6;"NA";"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,9;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,3;9;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,2;9;"AB"
"Abram";2008;"МА 4";"Macoma balthica";10;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,2;9;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,3;"NA";"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,2;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,4;2;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,2;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";"NA";1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";1,7;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";4,6;4;"AB"
"Abram";2008;"МА 4";"Macoma balthica";4,1;3;"AB"
"Abram";2008;"МА 4";"Macoma balthica";6,6;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";9,8;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";8,6;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,4;10;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,1;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";14,2;"NA";"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,2;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,1;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,2;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,7;"NA";"AB"
"Abram";2008;"МА 4";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";"NA";1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";1,5;1;"AB"
"Abram";2008;"МА 4";"Macoma balthica";4,2;5;"AB"
"Abram";2008;"МА 4";"Macoma balthica";4,7;5;"AB"
"Abram";2008;"МА 4";"Macoma balthica";7,3;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";6,7;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";9,2;6;"AB"
"Abram";2008;"МА 4";"Macoma balthica";14;10;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,1;9;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,8;9;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,7;8;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";11,6;7;"AB"
"Abram";2008;"МА 4";"Macoma balthica";12,5;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,1;2;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,6;2;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,1;2;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,7;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,5;2;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,7;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";3,4;3;"AB"
"Abram";2008;"МА 5";"Macoma balthica";4,3;4;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,4;6;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,7;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,6;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,7;5;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,7;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";13;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";13,2;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";13;12;"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,2;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,4;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";14,7;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";14,3;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,7;8;"AB"
"Abram";2008;"МА 5";"Macoma balthica";8,2;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,5;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,4;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";3,5;3;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";4,5;4;"AB"
"Abram";2008;"МА 5";"Macoma balthica";4,8;3;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,1;5;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7;5;"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,5;6;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,5;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,3;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,5;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,3;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";14;12;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,7;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";13,2;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";2;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,8;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,4;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";15;12;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,8;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,4;2;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,9;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,8;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,5;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,8;3;"AB"
"Abram";2008;"МА 5";"Macoma balthica";5,3;5;"AB"
"Abram";2008;"МА 5";"Macoma balthica";5,8;4;"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,5;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,7;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,7;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,7;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,5;8;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,4;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";14,5;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";13;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,1;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,3;11;"AB"
"Abram";2008;"МА 5";"Macoma balthica";14;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,5;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";7,8;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,9;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,5;8;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,4;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2,1;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,6;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";2;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";1,5;1;"AB"
"Abram";2008;"МА 5";"Macoma balthica";3,2;3;"AB"
"Abram";2008;"МА 5";"Macoma balthica";6,3;5;"AB"
"Abram";2008;"МА 5";"Macoma balthica";6,6;6;"AB"
"Abram";2008;"МА 5";"Macoma balthica";9,1;7;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,2;8;"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,4;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,4;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,2;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,8;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";14;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,8;"NA";"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,7;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,7;11;"AB"
"Abram";2008;"МА 5";"Macoma balthica";13,5;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";11,3;10;"AB"
"Abram";2008;"МА 5";"Macoma balthica";12,3;9;"AB"
"Abram";2008;"МА 5";"Macoma balthica";10,7;9;"AB"
"DZ";2002;"VI-2";"Macoma balthica";16,6;"NA";"DZ"
"DZ";2002;"VI-2";"Macoma balthica";9,3;"NA";"DZ"
"DZ";2002;"I-3";"Macoma balthica";8,7;"NA";"DZ"
"DZ";2002;"I-3";"Macoma balthica";4,1;"NA";"DZ"
"DZ";2002;"II-1";"Macoma balthica";7,5;"NA";"DZ"
"DZ";2002;"II-3";"Macoma balthica";4,5;"NA";"DZ"
"DZ";2002;"III-1";"Macoma balthica";4,7;"NA";"DZ"
"DZ";2002;"III-1";"Macoma balthica";3,4;"NA";"DZ"
"DZ";2002;"III-1";"Macoma balthica";10,6;"NA";"DZ"
"DZ";2002;"III-1";"Macoma balthica";15,8;"NA";"DZ"
"DZ";2002;"III-1";"Macoma balthica";16,2;"NA";"DZ"
"DZ";2002;"III-2";"Macoma balthica";18,6;"NA";"DZ"
"DZ";2002;"III-2";"Macoma balthica";16,3;"NA";"DZ"
"DZ";2002;"IV-1";"Macoma balthica";14,1;"NA";"DZ"
"DZ";2002;"IV-1";"Macoma balthica";7,5;"NA";"DZ"
"DZ";2002;"IV-2";"Macoma balthica";9,2;"NA";"DZ"
"DZ";2002;"IV-2";"Macoma balthica";5,3;"NA";"DZ"
"DZ";2002;"IV-3";"Macoma balthica";14,7;"NA";"DZ"
"DZ";2002;"IV-3";"Macoma balthica";12,5;"NA";"DZ"
"DZ";2002;"IV-3";"Macoma balthica";8,9;"NA";"DZ"
"DZ";2002;"IV-3";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2002;"mr11";"Macoma balthica";2,6;"NA";"DZ"
"DZ";2002;"mr13";"Macoma balthica";7,7;"NA";"DZ"
"DZ";2002;"mr13";"Macoma balthica";7;"NA";"DZ"
"DZ";2002;"mr13";"Macoma balthica";7,5;"NA";"DZ"
"DZ";2002;"mr13";"Macoma balthica";9,6;"NA";"DZ"
"DZ";2002;"mr14";"Macoma balthica";4,7;"NA";"DZ"
"DZ";2002;"mr14";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2002;"mr14";"Macoma balthica";8,3;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";14,2;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";15;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";15,4;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";17,5;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";18,2;"NA";"DZ"
"DZ";2002;"mr15";"Macoma balthica";18,3;"NA";"DZ"
"DZ";2002;"mr16";"Macoma balthica";4;"NA";"DZ"
"DZ";2002;"mr18";"Macoma balthica";7,2;"NA";"DZ"
"DZ";2002;"mr18";"Macoma balthica";4,7;"NA";"DZ"
"DZ";2002;"mr19";"Macoma balthica";3;"NA";"DZ"
"DZ";2002;"mr19";"Macoma balthica";5,7;"NA";"DZ"
"DZ";2002;"mr19";"Macoma balthica";9,2;"NA";"DZ"
"DZ";2002;"mr19";"Macoma balthica";14;"NA";"DZ"
"DZ";2002;"mr6";"Macoma balthica";10,2;"NA";"DZ"
"DZ";2002;"mr6";"Macoma balthica";14,3;"NA";"DZ"
"DZ";2002;"mr6";"Macoma balthica";7,6;"NA";"DZ"
"DZ";2002;"mr6";"Macoma balthica";8,4;"NA";"DZ"
"DZ";2002;"mr6";"Macoma balthica";10,5;"NA";"DZ"
"DZ";2002;"mr8";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2002;"mr8";"Macoma balthica";4,4;"NA";"DZ"
"DZ";2002;"mr8";"Macoma balthica";11,9;"NA";"DZ"
"DZ";2002;"mr8";"Macoma balthica";3,4;"NA";"DZ"
"DZ";2002;"mr9";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2002;"mr9";"Macoma balthica";4,7;"NA";"DZ"
"DZ";2002;"mr9";"Macoma balthica";13,5;"NA";"DZ"
"DZ";2002;"mr9";"Macoma balthica";8;"NA";"DZ"
"DZ";2002;"V-1";"Macoma balthica";7,3;"NA";"DZ"
"DZ";2002;"V-1";"Macoma balthica";15,7;"NA";"DZ"
"DZ";2002;"V-2";"Macoma balthica";8,7;"NA";"DZ"
"DZ";2002;"V-2";"Macoma balthica";12,4;"NA";"DZ"
"DZ";2002;"V-3";"Macoma balthica";15,6;"NA";"DZ"
"DZ";2002;"V-3";"Macoma balthica";11,4;"NA";"DZ"
"DZ";2002;"VI-1";"Macoma balthica";8,3;"NA";"DZ"
"DZ";2002;"VI-1";"Macoma balthica";6,6;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";9,7;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";11;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";6,2;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";3,3;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";4,9;"NA";"DZ"
"DZ";2002;"VII-1";"Macoma balthica";6,3;"NA";"DZ"
"DZ";2002;"VII-2";"Macoma balthica";5,7;"NA";"DZ"
"DZ";2002;"VII-2";"Macoma balthica";8,2;"NA";"DZ"
"DZ";2002;"VII-3";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";9,1;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";10,1;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";10,1;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";9;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";9,1;"NA";"DZ"
"DZ";2002;"VIII-1";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2002;"VIII-2";"Macoma balthica";2,6;"NA";"DZ"
"DZ";2002;"VIII-3";"Macoma balthica";17,7;"NA";"DZ"
"DZ";2002;"VIII-3";"Macoma balthica";13,5;"NA";"DZ"
"DZ";2002;"VIII-3";"Macoma balthica";18,8;"NA";"DZ"
"DZ";2003;"I-2";"Macoma balthica";12,8;"NA";"DZ"
"DZ";2003;"I-2";"Macoma balthica";7,5;"NA";"DZ"
"DZ";2003;"II-1";"Macoma balthica";8,1;"NA";"DZ"
"DZ";2003;"III-1";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";5,9;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";7,8;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";9,4;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";12;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";7,5;"NA";"DZ"
"DZ";2003;"III-2";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2003;"III-3";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2003;"III-3";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2003;"IV-1";"Macoma balthica";16,8;"NA";"DZ"
"DZ";2003;"IV-1";"Macoma balthica";17,2;"NA";"DZ"
"DZ";2003;"IV-3";"Macoma balthica";8,7;"NA";"DZ"
"DZ";2003;"IV-3";"Macoma balthica";9,5;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";9,3;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";11,1;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";6,7;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";15,6;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";11,7;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";7,8;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";11,3;"NA";"DZ"
"DZ";2003;"mr19";"Macoma balthica";19,2;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";18,7;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";8,2;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";7,3;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";9,8;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";10,1;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";12,8;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";16,3;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";14,2;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";16,3;"NA";"DZ"
"DZ";2003;"mr20";"Macoma balthica";14;"NA";"DZ"
"DZ";2003;"mr21";"Macoma balthica";16,2;"NA";"DZ"
"DZ";2003;"mr22";"Macoma balthica";13,1;"NA";"DZ"
"DZ";2003;"mr25";"Macoma balthica";7,2;"NA";"DZ"
"DZ";2003;"V-1";"Macoma balthica";9,8;"NA";"DZ"
"DZ";2003;"V-2";"Macoma balthica";17,3;"NA";"DZ"
"DZ";2003;"V-2";"Macoma balthica";13,5;"NA";"DZ"
"DZ";2003;"VI-1";"Macoma balthica";7,6;"NA";"DZ"
"DZ";2003;"VI-2";"Macoma balthica";9,2;"NA";"DZ"
"DZ";2003;"VI-2";"Macoma balthica";10,5;"NA";"DZ"
"DZ";2003;"VI-2";"Macoma balthica";17,8;"NA";"DZ"
"DZ";2003;"VI-2";"Macoma balthica";7,6;"NA";"DZ"
"DZ";2003;"VI-3";"Macoma balthica";16,8;"NA";"DZ"
"DZ";2003;"VII-1";"Macoma balthica";11,8;"NA";"DZ"
"DZ";2003;"VII-1";"Macoma balthica";9;"NA";"DZ"
"DZ";2003;"VII-1";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2003;"VII-2";"Macoma balthica";14,7;"NA";"DZ"
"DZ";2003;"VII-2";"Macoma balthica";11,7;"NA";"DZ"
"DZ";2003;"VII-2";"Macoma balthica";10,5;"NA";"DZ"
"DZ";2003;"VII-2";"Macoma balthica";19,9;"NA";"DZ"
"DZ";2003;"VII-3";"Macoma balthica";12,6;"NA";"DZ"
"DZ";2003;"VII-3";"Macoma balthica";10,6;"NA";"DZ"
"DZ";2003;"VII-3";"Macoma balthica";13,3;"NA";"DZ"
"DZ";2003;"VII-3";"Macoma balthica";10;"NA";"DZ"
"DZ";2003;"VIII-3";"Macoma balthica";16;"NA";"DZ"
"DZ";2004;"III-1";"Macoma balthica";2,9;"NA";"DZ"
"DZ";2004;"III-1";"Macoma balthica";9,6;"NA";"DZ"
"DZ";2004;"III-1";"Macoma balthica";10,4;"NA";"DZ"
"DZ";2004;"III-1";"Macoma balthica";12,7;"NA";"DZ"
"DZ";2004;"III-2";"Macoma balthica";11;"NA";"DZ"
"DZ";2004;"III-2";"Macoma balthica";12,3;"NA";"DZ"
"DZ";2004;"III-3";"Macoma balthica";14,4;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";4,7;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";13,3;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2004;"M-19";"Macoma balthica";16,4;"NA";"DZ"
"DZ";2004;"M-1";"Macoma balthica";9,9;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";9,6;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";11,3;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";14,4;"NA";"DZ"
"DZ";2004;"M-14";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2004;"M-14";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2004;"M-14";"Macoma balthica";19,8;"NA";"DZ"
"DZ";2004;"M-16";"Macoma balthica";9,8;"NA";"DZ"
"DZ";2004;"M-16";"Macoma balthica";13,6;"NA";"DZ"
"DZ";2004;"M-16";"Macoma balthica";16,3;"NA";"DZ"
"DZ";2004;"M-17";"Macoma balthica";17,8;"NA";"DZ"
"DZ";2004;"M-18";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2004;"M-2";"Macoma balthica";12,8;"NA";"DZ"
"DZ";2004;"M-23";"Macoma balthica";14,2;"NA";"DZ"
"DZ";2004;"M-24";"Macoma balthica";18,4;"NA";"DZ"
"DZ";2004;"M-23";"Macoma balthica";11,2;"NA";"DZ"
"DZ";2004;"M-23";"Macoma balthica";19,2;"NA";"DZ"
"DZ";2004;"M-3";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2004;"I-1";"Macoma balthica";13,6;"NA";"DZ"
"DZ";2004;"I-1";"Macoma balthica";16,4;"NA";"DZ"
"DZ";2004;"I-2";"Macoma balthica";12,8;"NA";"DZ"
"DZ";2004;"I-3";"Macoma balthica";9,6;"NA";"DZ"
"DZ";2004;"I-3";"Macoma balthica";11,7;"NA";"DZ"
"DZ";2004;"I-3";"Macoma balthica";16,1;"NA";"DZ"
"DZ";2004;"M-11";"Macoma balthica";13,6;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";10,2;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";12;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";4;"NA";"DZ"
"DZ";2004;"M-13";"Macoma balthica";11,8;"NA";"DZ"
"DZ";2004;"M-20";"Macoma balthica";12,9;"NA";"DZ"
"DZ";2004;"M-20";"Macoma balthica";13,7;"NA";"DZ"
"DZ";2004;"M-20";"Macoma balthica";13,9;"NA";"DZ"
"DZ";2004;"M-20";"Macoma balthica";16,2;"NA";"DZ"
"DZ";2004;"M-20";"Macoma balthica";18,2;"NA";"DZ"
"DZ";2004;"M-21";"Macoma balthica";14,4;"NA";"DZ"
"DZ";2004;"M-21";"Macoma balthica";13,7;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";4,4;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";8,6;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";11,8;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";13,7;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";13,2;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";18,2;"NA";"DZ"
"DZ";2004;"M-22";"Macoma balthica";18,6;"NA";"DZ"
"DZ";2004;"M-4";"Macoma balthica";9,9;"NA";"DZ"
"DZ";2004;"M-4";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2004;"M-4";"Macoma balthica";13,2;"NA";"DZ"
"DZ";2004;"M-6";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2004;"M-6";"Macoma balthica";13,2;"NA";"DZ"
"DZ";2004;"M-6";"Macoma balthica";16;"NA";"DZ"
"DZ";2004;"M-7";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2004;"M-8";"Macoma balthica";10,8;"NA";"DZ"
"DZ";2004;"M-8";"Macoma balthica";13,2;"NA";"DZ"
"DZ";2004;"M-8";"Macoma balthica";13,3;"NA";"DZ"
"DZ";2005;"I-1";"Macoma balthica";16,2;"NA";"DZ"
"DZ";2005;"I-2";"Macoma balthica";11,7;"NA";"DZ"
"DZ";2005;"II-1";"Macoma balthica";11;"NA";"DZ"
"DZ";2005;"III-1";"Macoma balthica";11,4;"NA";"DZ"
"DZ";2005;"III-2";"Macoma balthica";16;"NA";"DZ"
"DZ";2005;"III-2";"Macoma balthica";9,4;"NA";"DZ"
"DZ";2005;"III-2";"Macoma balthica";9,6;"NA";"DZ"
"DZ";2005;"III-3";"Macoma balthica";13,7;"NA";"DZ"
"DZ";2005;"III-3";"Macoma balthica";12,7;"NA";"DZ"
"DZ";2005;"III-3";"Macoma balthica";12,6;"NA";"DZ"
"DZ";2005;"M-10";"Macoma balthica";13,5;"NA";"DZ"
"DZ";2005;"M-10";"Macoma balthica";16,3;"NA";"DZ"
"DZ";2005;"M-11";"Macoma balthica";2,5;"NA";"DZ"
"DZ";2005;"M-13";"Macoma balthica";14,3;"NA";"DZ"
"DZ";2005;"M-13";"Macoma balthica";11,3;"NA";"DZ"
"DZ";2005;"M-13";"Macoma balthica";17,6;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";16,1;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";12,1;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";14,5;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";12,8;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";14,8;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";12,3;"NA";"DZ"
"DZ";2005;"M-14";"Macoma balthica";10,6;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";10,2;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";15,6;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";12,5;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";12,5;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";13,8;"NA";"DZ"
"DZ";2005;"M-15";"Macoma balthica";11,7;"NA";"DZ"
"DZ";2005;"M-16";"Macoma balthica";19;"NA";"DZ"
"DZ";2005;"M-16";"Macoma balthica";13,3;"NA";"DZ"
"DZ";2005;"M-18";"Macoma balthica";14;"NA";"DZ"
"DZ";2005;"M-19";"Macoma balthica";12,3;"NA";"DZ"
"DZ";2005;"M-19";"Macoma balthica";18,1;"NA";"DZ"
"DZ";2005;"M-19";"Macoma balthica";12;"NA";"DZ"
"DZ";2005;"M-20";"Macoma balthica";10,1;"NA";"DZ"
"DZ";2005;"M-20";"Macoma balthica";16,6;"NA";"DZ"
"DZ";2005;"M-20";"Macoma balthica";14;"NA";"DZ"
"DZ";2005;"M-20";"Macoma balthica";14,7;"NA";"DZ"
