"Length.int" "year" "sample" "Freq"
"1" "(0,1]" "1992" "1me1" NA
"634" "(13,14]" "2002" "1me2" NA
"635" "(14,15]" "2002" "1me2" NA
"636" "(15,16]" "2002" "1me2" NA
"637" "(16,17]" "2002" "1me2" NA
"638" "(17,18]" "2002" "1me2" NA
"639" "(18,19]" "2002" "1me2" NA
"640" "(19,20]" "2002" "1me2" NA
"641" "(0,1]" "2003" "1me2" NA
"642" "(1,2]" "2003" "1me2" NA
"643" "(2,3]" "2003" "1me2" NA
"644" "(3,4]" "2003" "1me2" NA
"645" "(4,5]" "2003" "1me2" NA
"646" "(5,6]" "2003" "1me2" NA
"647" "(6,7]" "2003" "1me2" NA
"648" "(7,8]" "2003" "1me2" NA
"649" "(8,9]" "2003" "1me2" NA
"650" "(9,10]" "2003" "1me2" NA
"651" "(10,11]" "2003" "1me2" NA
"652" "(11,12]" "2003" "1me2" NA
"653" "(12,13]" "2003" "1me2" NA
"654" "(13,14]" "2003" "1me2" NA
"655" "(14,15]" "2003" "1me2" NA
"656" "(15,16]" "2003" "1me2" NA
"657" "(16,17]" "2003" "1me2" NA
"658" "(17,18]" "2003" "1me2" NA
"659" "(18,19]" "2003" "1me2" NA
"660" "(19,20]" "2003" "1me2" NA
"661" "(0,1]" "2004" "1me2" NA
"662" "(1,2]" "2004" "1me2" NA
"663" "(2,3]" "2004" "1me2" NA
"664" "(3,4]" "2004" "1me2" NA
"665" "(4,5]" "2004" "1me2" NA
"666" "(5,6]" "2004" "1me2" NA
"667" "(6,7]" "2004" "1me2" NA
"668" "(7,8]" "2004" "1me2" NA
"669" "(8,9]" "2004" "1me2" NA
"670" "(9,10]" "2004" "1me2" NA
"671" "(10,11]" "2004" "1me2" NA
"672" "(11,12]" "2004" "1me2" NA
"673" "(12,13]" "2004" "1me2" NA
"674" "(13,14]" "2004" "1me2" NA
"675" "(14,15]" "2004" "1me2" NA
"676" "(15,16]" "2004" "1me2" NA
"677" "(16,17]" "2004" "1me2" NA
"678" "(17,18]" "2004" "1me2" NA
"679" "(18,19]" "2004" "1me2" NA
"680" "(19,20]" "2004" "1me2" NA
"681" "(0,1]" "2005" "1me2" NA
"682" "(1,2]" "2005" "1me2" NA
"683" "(2,3]" "2005" "1me2" NA
"684" "(3,4]" "2005" "1me2" NA
"685" "(4,5]" "2005" "1me2" NA
"686" "(5,6]" "2005" "1me2" NA
"687" "(6,7]" "2005" "1me2" NA
"688" "(7,8]" "2005" "1me2" NA
"689" "(8,9]" "2005" "1me2" NA
"690" "(9,10]" "2005" "1me2" NA
"691" "(10,11]" "2005" "1me2" NA
"692" "(11,12]" "2005" "1me2" NA
"693" "(12,13]" "2005" "1me2" NA
"694" "(13,14]" "2005" "1me2" NA
"695" "(14,15]" "2005" "1me2" NA
"696" "(15,16]" "2005" "1me2" NA
"697" "(16,17]" "2005" "1me2" NA
"698" "(17,18]" "2005" "1me2" NA
"699" "(18,19]" "2005" "1me2" NA
"700" "(19,20]" "2005" "1me2" NA
"701" "(0,1]" "2006" "1me2" NA
"702" "(1,2]" "2006" "1me2" NA
"703" "(2,3]" "2006" "1me2" NA
"704" "(3,4]" "2006" "1me2" NA
"705" "(4,5]" "2006" "1me2" NA
"706" "(5,6]" "2006" "1me2" NA
"707" "(6,7]" "2006" "1me2" NA
"708" "(7,8]" "2006" "1me2" NA
"709" "(8,9]" "2006" "1me2" NA
"710" "(9,10]" "2006" "1me2" NA
"711" "(10,11]" "2006" "1me2" NA
"712" "(11,12]" "2006" "1me2" NA
"713" "(12,13]" "2006" "1me2" NA
"714" "(13,14]" "2006" "1me2" NA
"715" "(14,15]" "2006" "1me2" NA
"716" "(15,16]" "2006" "1me2" NA
"717" "(16,17]" "2006" "1me2" NA
"718" "(17,18]" "2006" "1me2" NA
"719" "(18,19]" "2006" "1me2" NA
"720" "(19,20]" "2006" "1me2" NA
"721" "(0,1]" "2007" "1me2" NA
"722" "(1,2]" "2007" "1me2" 35
"723" "(2,3]" "2007" "1me2" NA
"724" "(3,4]" "2007" "1me2" NA
"725" "(4,5]" "2007" "1me2" NA
"726" "(5,6]" "2007" "1me2" NA
"727" "(6,7]" "2007" "1me2" NA
"728" "(7,8]" "2007" "1me2" NA
"729" "(8,9]" "2007" "1me2" NA
"730" "(9,10]" "2007" "1me2" NA
"731" "(10,11]" "2007" "1me2" 1
"732" "(11,12]" "2007" "1me2" NA
"733" "(12,13]" "2007" "1me2" NA
"734" "(13,14]" "2007" "1me2" NA
"735" "(14,15]" "2007" "1me2" NA
"736" "(15,16]" "2007" "1me2" NA
"737" "(16,17]" "2007" "1me2" NA
"738" "(17,18]" "2007" "1me2" NA
"739" "(18,19]" "2007" "1me2" NA
"740" "(19,20]" "2007" "1me2" 0
"741" "(0,1]" "2008" "1me2" NA
"742" "(1,2]" "2008" "1me2" NA
"743" "(2,3]" "2008" "1me2" NA
"744" "(3,4]" "2008" "1me2" NA
"745" "(4,5]" "2008" "1me2" NA
"746" "(5,6]" "2008" "1me2" NA
"747" "(6,7]" "2008" "1me2" NA
"748" "(7,8]" "2008" "1me2" NA
"749" "(8,9]" "2008" "1me2" NA
"750" "(9,10]" "2008" "1me2" NA
"751" "(10,11]" "2008" "1me2" NA
"752" "(11,12]" "2008" "1me2" NA
"753" "(12,13]" "2008" "1me2" NA
"754" "(13,14]" "2008" "1me2" NA
"755" "(14,15]" "2008" "1me2" NA
"756" "(15,16]" "2008" "1me2" NA
"757" "(16,17]" "2008" "1me2" NA
"758" "(17,18]" "2008" "1me2" NA
"759" "(18,19]" "2008" "1me2" NA
"760" "(19,20]" "2008" "1me2" NA
"761" "(0,1]" "2009" "1me2" NA
"762" "(1,2]" "2009" "1me2" NA
"763" "(2,3]" "2009" "1me2" NA
"764" "(3,4]" "2009" "1me2" NA
"765" "(4,5]" "2009" "1me2" NA
"766" "(5,6]" "2009" "1me2" NA
"767" "(6,7]" "2009" "1me2" NA
"768" "(7,8]" "2009" "1me2" NA
"769" "(8,9]" "2009" "1me2" NA
"770" "(9,10]" "2009" "1me2" NA
"771" "(10,11]" "2009" "1me2" NA
"772" "(11,12]" "2009" "1me2" NA
"773" "(12,13]" "2009" "1me2" NA
"774" "(13,14]" "2009" "1me2" NA
"775" "(14,15]" "2009" "1me2" NA
"776" "(15,16]" "2009" "1me2" NA
"777" "(16,17]" "2009" "1me2" NA
"778" "(17,18]" "2009" "1me2" NA
"779" "(18,19]" "2009" "1me2" NA
"780" "(19,20]" "2009" "1me2" NA
"781" "(0,1]" "2010" "1me2" NA
"782" "(1,2]" "2010" "1me2" NA
"783" "(2,3]" "2010" "1me2" NA
"784" "(3,4]" "2010" "1me2" NA
"785" "(4,5]" "2010" "1me2" NA
"786" "(5,6]" "2010" "1me2" NA
"787" "(6,7]" "2010" "1me2" NA
"788" "(7,8]" "2010" "1me2" NA
"789" "(8,9]" "2010" "1me2" NA
"790" "(9,10]" "2010" "1me2" NA
"791" "(10,11]" "2010" "1me2" NA
"792" "(11,12]" "2010" "1me2" NA
"793" "(12,13]" "2010" "1me2" NA
"794" "(13,14]" "2010" "1me2" NA
"795" "(14,15]" "2010" "1me2" NA
"796" "(15,16]" "2010" "1me2" NA
"797" "(16,17]" "2010" "1me2" NA
"798" "(17,18]" "2010" "1me2" NA
"799" "(18,19]" "2010" "1me2" NA
"800" "(19,20]" "2010" "1me2" NA
"801" "(0,1]" "2011" "1me2" NA
"802" "(1,2]" "2011" "1me2" NA
"803" "(2,3]" "2011" "1me2" NA
"804" "(3,4]" "2011" "1me2" NA
"805" "(4,5]" "2011" "1me2" NA
"806" "(5,6]" "2011" "1me2" NA
"807" "(6,7]" "2011" "1me2" NA
"808" "(7,8]" "2011" "1me2" NA
"809" "(8,9]" "2011" "1me2" NA
"810" "(9,10]" "2011" "1me2" NA
"811" "(10,11]" "2011" "1me2" NA
"812" "(11,12]" "2011" "1me2" NA
"813" "(12,13]" "2011" "1me2" NA
"814" "(13,14]" "2011" "1me2" NA
"815" "(14,15]" "2011" "1me2" NA
"816" "(15,16]" "2011" "1me2" NA
"817" "(16,17]" "2011" "1me2" NA
"818" "(17,18]" "2011" "1me2" NA
"819" "(18,19]" "2011" "1me2" NA
"820" "(19,20]" "2011" "1me2" NA
"821" "(0,1]" "2012" "1me2" NA
"822" "(1,2]" "2012" "1me2" NA
"823" "(2,3]" "2012" "1me2" NA
"824" "(3,4]" "2012" "1me2" NA
"825" "(4,5]" "2012" "1me2" NA
"826" "(5,6]" "2012" "1me2" NA
"827" "(6,7]" "2012" "1me2" NA
"828" "(7,8]" "2012" "1me2" NA
"829" "(8,9]" "2012" "1me2" NA
"830" "(9,10]" "2012" "1me2" NA
"831" "(10,11]" "2012" "1me2" NA
"832" "(11,12]" "2012" "1me2" NA
"833" "(12,13]" "2012" "1me2" NA
"834" "(13,14]" "2012" "1me2" NA
"835" "(14,15]" "2012" "1me2" NA
"836" "(15,16]" "2012" "1me2" NA
"837" "(16,17]" "2012" "1me2" NA
"838" "(17,18]" "2012" "1me2" NA
"839" "(18,19]" "2012" "1me2" NA
"840" "(19,20]" "2012" "1me2" NA
"841" "(0,1]" "1992" "1me3" NA
"842" "(1,2]" "1992" "1me3" NA
"843" "(2,3]" "1992" "1me3" NA
"844" "(3,4]" "1992" "1me3" NA
"845" "(4,5]" "1992" "1me3" NA
"846" "(5,6]" "1992" "1me3" NA
"847" "(6,7]" "1992" "1me3" NA
"848" "(7,8]" "1992" "1me3" NA
"849" "(8,9]" "1992" "1me3" NA
"850" "(9,10]" "1992" "1me3" NA
"851" "(10,11]" "1992" "1me3" NA
"852" "(11,12]" "1992" "1me3" NA
"853" "(12,13]" "1992" "1me3" NA
"854" "(13,14]" "1992" "1me3" NA
"855" "(14,15]" "1992" "1me3" NA
"856" "(15,16]" "1992" "1me3" NA
"857" "(16,17]" "1992" "1me3" NA
"858" "(17,18]" "1992" "1me3" NA
"859" "(18,19]" "1992" "1me3" NA
"860" "(19,20]" "1992" "1me3" NA
"861" "(0,1]" "1993" "1me3" NA
"862" "(1,2]" "1993" "1me3" NA
"863" "(2,3]" "1993" "1me3" NA
"864" "(3,4]" "1993" "1me3" NA
"865" "(4,5]" "1993" "1me3" NA
"866" "(5,6]" "1993" "1me3" NA
"867" "(6,7]" "1993" "1me3" NA
"868" "(7,8]" "1993" "1me3" NA
"869" "(8,9]" "1993" "1me3" NA
"870" "(9,10]" "1993" "1me3" NA
"871" "(10,11]" "1993" "1me3" NA
"872" "(11,12]" "1993" "1me3" NA
"873" "(12,13]" "1993" "1me3" NA
"874" "(13,14]" "1993" "1me3" NA
"875" "(14,15]" "1993" "1me3" NA
"876" "(15,16]" "1993" "1me3" NA
"877" "(16,17]" "1993" "1me3" NA
"878" "(17,18]" "1993" "1me3" NA
"879" "(18,19]" "1993" "1me3" NA
"880" "(19,20]" "1993" "1me3" NA
"881" "(0,1]" "1994" "1me3" NA
"882" "(1,2]" "1994" "1me3" NA
"883" "(2,3]" "1994" "1me3" NA
"884" "(3,4]" "1994" "1me3" NA
"885" "(4,5]" "1994" "1me3" NA
"886" "(5,6]" "1994" "1me3" NA
"887" "(6,7]" "1994" "1me3" NA
"888" "(7,8]" "1994" "1me3" NA
"889" "(8,9]" "1994" "1me3" NA
"890" "(9,10]" "1994" "1me3" NA
"891" "(10,11]" "1994" "1me3" NA
"892" "(11,12]" "1994" "1me3" NA
"893" "(12,13]" "1994" "1me3" NA
"894" "(13,14]" "1994" "1me3" NA
"895" "(14,15]" "1994" "1me3" NA
"896" "(15,16]" "1994" "1me3" NA
"897" "(16,17]" "1994" "1me3" NA
"898" "(17,18]" "1994" "1me3" NA
"899" "(18,19]" "1994" "1me3" NA
"900" "(19,20]" "1994" "1me3" NA
"901" "(0,1]" "1995" "1me3" NA
"902" "(1,2]" "1995" "1me3" NA
"903" "(2,3]" "1995" "1me3" NA
"904" "(3,4]" "1995" "1me3" NA
"905" "(4,5]" "1995" "1me3" NA
"906" "(5,6]" "1995" "1me3" NA
"907" "(6,7]" "1995" "1me3" NA
"908" "(7,8]" "1995" "1me3" NA
"909" "(8,9]" "1995" "1me3" NA
"910" "(9,10]" "1995" "1me3" NA
"911" "(10,11]" "1995" "1me3" NA
"912" "(11,12]" "1995" "1me3" NA
"913" "(12,13]" "1995" "1me3" NA
"914" "(13,14]" "1995" "1me3" NA
"915" "(14,15]" "1995" "1me3" NA
"916" "(15,16]" "1995" "1me3" NA
"917" "(16,17]" "1995" "1me3" NA
"918" "(17,18]" "1995" "1me3" NA
"919" "(18,19]" "1995" "1me3" NA
"920" "(19,20]" "1995" "1me3" NA
"921" "(0,1]" "1996" "1me3" NA
"922" "(1,2]" "1996" "1me3" NA
"923" "(2,3]" "1996" "1me3" NA
"924" "(3,4]" "1996" "1me3" NA
"925" "(4,5]" "1996" "1me3" NA
"926" "(5,6]" "1996" "1me3" NA
"927" "(6,7]" "1996" "1me3" NA
"928" "(7,8]" "1996" "1me3" NA
"929" "(8,9]" "1996" "1me3" NA
"930" "(9,10]" "1996" "1me3" NA
"931" "(10,11]" "1996" "1me3" NA
"932" "(11,12]" "1996" "1me3" NA
"933" "(12,13]" "1996" "1me3" NA
"934" "(13,14]" "1996" "1me3" NA
"935" "(14,15]" "1996" "1me3" NA
"936" "(15,16]" "1996" "1me3" NA
"937" "(16,17]" "1996" "1me3" NA
"938" "(17,18]" "1996" "1me3" NA
"939" "(18,19]" "1996" "1me3" NA
"940" "(19,20]" "1996" "1me3" NA
"941" "(0,1]" "1997" "1me3" NA
"942" "(1,2]" "1997" "1me3" NA
"943" "(2,3]" "1997" "1me3" NA
"944" "(3,4]" "1997" "1me3" NA
"945" "(4,5]" "1997" "1me3" NA
"946" "(5,6]" "1997" "1me3" NA
"947" "(6,7]" "1997" "1me3" NA
"948" "(7,8]" "1997" "1me3" NA
"949" "(8,9]" "1997" "1me3" NA
"950" "(9,10]" "1997" "1me3" NA
"951" "(10,11]" "1997" "1me3" NA
"952" "(11,12]" "1997" "1me3" NA
"953" "(12,13]" "1997" "1me3" NA
"954" "(13,14]" "1997" "1me3" NA
"955" "(14,15]" "1997" "1me3" NA
"956" "(15,16]" "1997" "1me3" NA
"957" "(16,17]" "1997" "1me3" NA
"958" "(17,18]" "1997" "1me3" NA
"959" "(18,19]" "1997" "1me3" NA
"960" "(19,20]" "1997" "1me3" NA
"961" "(0,1]" "1998" "1me3" NA
"962" "(1,2]" "1998" "1me3" NA
"963" "(2,3]" "1998" "1me3" NA
"964" "(3,4]" "1998" "1me3" NA
"965" "(4,5]" "1998" "1me3" NA
"966" "(5,6]" "1998" "1me3" NA
"967" "(6,7]" "1998" "1me3" NA
"968" "(7,8]" "1998" "1me3" NA
"969" "(8,9]" "1998" "1me3" NA
"970" "(9,10]" "1998" "1me3" NA
"971" "(10,11]" "1998" "1me3" NA
"972" "(11,12]" "1998" "1me3" NA
"973" "(12,13]" "1998" "1me3" NA
"974" "(13,14]" "1998" "1me3" NA
"975" "(14,15]" "1998" "1me3" NA
"976" "(15,16]" "1998" "1me3" NA
"977" "(16,17]" "1998" "1me3" NA
"978" "(17,18]" "1998" "1me3" NA
"979" "(18,19]" "1998" "1me3" NA
"980" "(19,20]" "1998" "1me3" NA
"981" "(0,1]" "1999" "1me3" NA
"982" "(1,2]" "1999" "1me3" NA
"983" "(2,3]" "1999" "1me3" NA
"984" "(3,4]" "1999" "1me3" NA
"985" "(4,5]" "1999" "1me3" NA
"986" "(5,6]" "1999" "1me3" NA
"987" "(6,7]" "1999" "1me3" NA
"988" "(7,8]" "1999" "1me3" NA
"989" "(8,9]" "1999" "1me3" NA
"990" "(9,10]" "1999" "1me3" NA
"991" "(10,11]" "1999" "1me3" NA
"992" "(11,12]" "1999" "1me3" NA
"993" "(12,13]" "1999" "1me3" NA
"994" "(13,14]" "1999" "1me3" NA
"995" "(14,15]" "1999" "1me3" NA
"996" "(15,16]" "1999" "1me3" NA
"997" "(16,17]" "1999" "1me3" NA
"998" "(17,18]" "1999" "1me3" NA
"999" "(18,19]" "1999" "1me3" NA
"1000" "(19,20]" "1999" "1me3" NA
"1001" "(0,1]" "2000" "1me3" NA
"1002" "(1,2]" "2000" "1me3" NA
"1003" "(2,3]" "2000" "1me3" NA
"1004" "(3,4]" "2000" "1me3" NA
"1005" "(4,5]" "2000" "1me3" NA
"1006" "(5,6]" "2000" "1me3" NA
"1007" "(6,7]" "2000" "1me3" NA
"1008" "(7,8]" "2000" "1me3" NA
"1009" "(8,9]" "2000" "1me3" NA
"1010" "(9,10]" "2000" "1me3" NA
"1011" "(10,11]" "2000" "1me3" NA
"1012" "(11,12]" "2000" "1me3" NA
"1013" "(12,13]" "2000" "1me3" NA
"1014" "(13,14]" "2000" "1me3" NA
"1015" "(14,15]" "2000" "1me3" NA
"1016" "(15,16]" "2000" "1me3" NA
"1017" "(16,17]" "2000" "1me3" NA
"1018" "(17,18]" "2000" "1me3" NA
"1019" "(18,19]" "2000" "1me3" NA
"1020" "(19,20]" "2000" "1me3" NA
"1021" "(0,1]" "2001" "1me3" NA
"1022" "(1,2]" "2001" "1me3" NA
"1023" "(2,3]" "2001" "1me3" NA
"1024" "(3,4]" "2001" "1me3" NA
"1025" "(4,5]" "2001" "1me3" NA
"1026" "(5,6]" "2001" "1me3" NA
"1027" "(6,7]" "2001" "1me3" NA
"1028" "(7,8]" "2001" "1me3" NA
"1029" "(8,9]" "2001" "1me3" NA
"1030" "(9,10]" "2001" "1me3" NA
"1031" "(10,11]" "2001" "1me3" NA
"1032" "(11,12]" "2001" "1me3" NA
"1033" "(12,13]" "2001" "1me3" NA
"1034" "(13,14]" "2001" "1me3" NA
"1035" "(14,15]" "2001" "1me3" NA
"1036" "(15,16]" "2001" "1me3" NA
"1037" "(16,17]" "2001" "1me3" NA
"1038" "(17,18]" "2001" "1me3" NA
"1039" "(18,19]" "2001" "1me3" NA
"1040" "(19,20]" "2001" "1me3" NA
"1041" "(0,1]" "2002" "1me3" NA
"1042" "(1,2]" "2002" "1me3" NA
"1043" "(2,3]" "2002" "1me3" NA
"1044" "(3,4]" "2002" "1me3" NA
"1045" "(4,5]" "2002" "1me3" NA
"1046" "(5,6]" "2002" "1me3" NA
"1047" "(6,7]" "2002" "1me3" NA
"1048" "(7,8]" "2002" "1me3" NA
"1049" "(8,9]" "2002" "1me3" NA
"1050" "(9,10]" "2002" "1me3" NA
"1051" "(10,11]" "2002" "1me3" NA
"1052" "(11,12]" "2002" "1me3" NA
"1053" "(12,13]" "2002" "1me3" NA
"1054" "(13,14]" "2002" "1me3" NA
"1055" "(14,15]" "2002" "1me3" NA
"1056" "(15,16]" "2002" "1me3" NA
"1057" "(16,17]" "2002" "1me3" NA
"1058" "(17,18]" "2002" "1me3" NA
"1059" "(18,19]" "2002" "1me3" NA
"1060" "(19,20]" "2002" "1me3" NA
"1061" "(0,1]" "2003" "1me3" NA
"1062" "(1,2]" "2003" "1me3" NA
"1063" "(2,3]" "2003" "1me3" NA
"1064" "(3,4]" "2003" "1me3" NA
"1065" "(4,5]" "2003" "1me3" NA
"1066" "(5,6]" "2003" "1me3" NA
"1067" "(6,7]" "2003" "1me3" NA
"1068" "(7,8]" "2003" "1me3" NA
"1069" "(8,9]" "2003" "1me3" NA
"1070" "(9,10]" "2003" "1me3" NA
"1071" "(10,11]" "2003" "1me3" NA
"1072" "(11,12]" "2003" "1me3" NA
"1073" "(12,13]" "2003" "1me3" NA
"1074" "(13,14]" "2003" "1me3" NA
"1075" "(14,15]" "2003" "1me3" NA
"1076" "(15,16]" "2003" "1me3" NA
"1077" "(16,17]" "2003" "1me3" NA
"1078" "(17,18]" "2003" "1me3" NA
"1079" "(18,19]" "2003" "1me3" NA
"1080" "(19,20]" "2003" "1me3" NA
"1081" "(0,1]" "2004" "1me3" NA
"1082" "(1,2]" "2004" "1me3" NA
"1083" "(2,3]" "2004" "1me3" NA
"1084" "(3,4]" "2004" "1me3" NA
"1085" "(4,5]" "2004" "1me3" NA
"1086" "(5,6]" "2004" "1me3" NA
"1087" "(6,7]" "2004" "1me3" NA
"1088" "(7,8]" "2004" "1me3" NA
"1089" "(8,9]" "2004" "1me3" NA
"1090" "(9,10]" "2004" "1me3" NA
"1091" "(10,11]" "2004" "1me3" NA
"1092" "(11,12]" "2004" "1me3" NA
"1093" "(12,13]" "2004" "1me3" NA
"1094" "(13,14]" "2004" "1me3" NA
"1095" "(14,15]" "2004" "1me3" NA
"1096" "(15,16]" "2004" "1me3" NA
"1097" "(16,17]" "2004" "1me3" NA
"1098" "(17,18]" "2004" "1me3" NA
"1099" "(18,19]" "2004" "1me3" NA
"1100" "(19,20]" "2004" "1me3" NA
"1101" "(0,1]" "2005" "1me3" NA
"1102" "(1,2]" "2005" "1me3" NA
"1103" "(2,3]" "2005" "1me3" NA
"1104" "(3,4]" "2005" "1me3" NA
"1105" "(4,5]" "2005" "1me3" NA
"1106" "(5,6]" "2005" "1me3" NA
"1107" "(6,7]" "2005" "1me3" NA
"1108" "(7,8]" "2005" "1me3" NA
"1109" "(8,9]" "2005" "1me3" NA
"1110" "(9,10]" "2005" "1me3" NA
"1111" "(10,11]" "2005" "1me3" NA
"1112" "(11,12]" "2005" "1me3" NA
"1113" "(12,13]" "2005" "1me3" NA
"1114" "(13,14]" "2005" "1me3" NA
"1115" "(14,15]" "2005" "1me3" NA
"1116" "(15,16]" "2005" "1me3" NA
"1117" "(16,17]" "2005" "1me3" NA
"1118" "(17,18]" "2005" "1me3" NA
"1119" "(18,19]" "2005" "1me3" NA
"1120" "(19,20]" "2005" "1me3" NA
"1121" "(0,1]" "2006" "1me3" NA
"1122" "(1,2]" "2006" "1me3" NA
"1123" "(2,3]" "2006" "1me3" NA
"1124" "(3,4]" "2006" "1me3" NA
"1125" "(4,5]" "2006" "1me3" NA
"1126" "(5,6]" "2006" "1me3" NA
"1127" "(6,7]" "2006" "1me3" NA
"1128" "(7,8]" "2006" "1me3" NA
"1129" "(8,9]" "2006" "1me3" NA
"1130" "(9,10]" "2006" "1me3" NA
"1131" "(10,11]" "2006" "1me3" NA
"1132" "(11,12]" "2006" "1me3" NA
"1133" "(12,13]" "2006" "1me3" NA
"1134" "(13,14]" "2006" "1me3" NA
"1135" "(14,15]" "2006" "1me3" NA
"1136" "(15,16]" "2006" "1me3" NA
"1137" "(16,17]" "2006" "1me3" NA
"1138" "(17,18]" "2006" "1me3" NA
"1139" "(18,19]" "2006" "1me3" NA
"1140" "(19,20]" "2006" "1me3" NA
"1141" "(0,1]" "2007" "1me3" NA
"1142" "(1,2]" "2007" "1me3" NA
"1143" "(2,3]" "2007" "1me3" NA
"1144" "(3,4]" "2007" "1me3" NA
"1145" "(4,5]" "2007" "1me3" NA
"1146" "(5,6]" "2007" "1me3" 3
"1147" "(6,7]" "2007" "1me3" NA
"1148" "(7,8]" "2007" "1me3" NA
"1149" "(8,9]" "2007" "1me3" NA
"1150" "(9,10]" "2007" "1me3" NA
"1151" "(10,11]" "2007" "1me3" NA
"1152" "(11,12]" "2007" "1me3" NA
"1153" "(12,13]" "2007" "1me3" NA
"1154" "(13,14]" "2007" "1me3" NA
"1155" "(14,15]" "2007" "1me3" 0
"1156" "(15,16]" "2007" "1me3" NA
"1157" "(16,17]" "2007" "1me3" NA
"1158" "(17,18]" "2007" "1me3" NA
"1159" "(18,19]" "2007" "1me3" NA
"1160" "(19,20]" "2007" "1me3" NA
"1161" "(0,1]" "2008" "1me3" NA
"1162" "(1,2]" "2008" "1me3" NA
"1163" "(2,3]" "2008" "1me3" NA
"1164" "(3,4]" "2008" "1me3" NA
"1165" "(4,5]" "2008" "1me3" NA
"1166" "(5,6]" "2008" "1me3" NA
"1167" "(6,7]" "2008" "1me3" NA
"1168" "(7,8]" "2008" "1me3" NA
"1169" "(8,9]" "2008" "1me3" NA
"1170" "(9,10]" "2008" "1me3" NA
"1171" "(10,11]" "2008" "1me3" NA
"1172" "(11,12]" "2008" "1me3" NA
"1173" "(12,13]" "2008" "1me3" NA
"1174" "(13,14]" "2008" "1me3" NA
"1175" "(14,15]" "2008" "1me3" NA
"1176" "(15,16]" "2008" "1me3" NA
"1177" "(16,17]" "2008" "1me3" NA
"1178" "(17,18]" "2008" "1me3" NA
"1179" "(18,19]" "2008" "1me3" NA
"1180" "(19,20]" "2008" "1me3" NA
"1181" "(0,1]" "2009" "1me3" NA
"1182" "(1,2]" "2009" "1me3" NA
"1183" "(2,3]" "2009" "1me3" NA
"1184" "(3,4]" "2009" "1me3" NA
"1185" "(4,5]" "2009" "1me3" NA
"1186" "(5,6]" "2009" "1me3" NA
"1187" "(6,7]" "2009" "1me3" NA
"1188" "(7,8]" "2009" "1me3" NA
"1189" "(8,9]" "2009" "1me3" NA
"1190" "(9,10]" "2009" "1me3" NA
"1191" "(10,11]" "2009" "1me3" NA
"1192" "(11,12]" "2009" "1me3" NA
"1193" "(12,13]" "2009" "1me3" NA
"1194" "(13,14]" "2009" "1me3" NA
"1195" "(14,15]" "2009" "1me3" NA
"1196" "(15,16]" "2009" "1me3" NA
"1197" "(16,17]" "2009" "1me3" NA
"1198" "(17,18]" "2009" "1me3" NA
"1199" "(18,19]" "2009" "1me3" NA
"1200" "(19,20]" "2009" "1me3" NA
"1201" "(0,1]" "2010" "1me3" NA
"1202" "(1,2]" "2010" "1me3" NA
"1203" "(2,3]" "2010" "1me3" NA
"1204" "(3,4]" "2010" "1me3" NA
"1205" "(4,5]" "2010" "1me3" NA
"1206" "(5,6]" "2010" "1me3" NA
"1207" "(6,7]" "2010" "1me3" NA
"1208" "(7,8]" "2010" "1me3" NA
"1209" "(8,9]" "2010" "1me3" NA
"1210" "(9,10]" "2010" "1me3" NA
"1211" "(10,11]" "2010" "1me3" NA
"1212" "(11,12]" "2010" "1me3" NA
"1213" "(12,13]" "2010" "1me3" NA
"1214" "(13,14]" "2010" "1me3" NA
"1215" "(14,15]" "2010" "1me3" NA
"1216" "(15,16]" "2010" "1me3" NA
"1217" "(16,17]" "2010" "1me3" NA
"1218" "(17,18]" "2010" "1me3" NA
"1219" "(18,19]" "2010" "1me3" NA
"1220" "(19,20]" "2010" "1me3" NA
"1221" "(0,1]" "2011" "1me3" NA
"1222" "(1,2]" "2011" "1me3" NA
"1223" "(2,3]" "2011" "1me3" NA
"1224" "(3,4]" "2011" "1me3" NA
"1225" "(4,5]" "2011" "1me3" NA
"1226" "(5,6]" "2011" "1me3" NA
"1227" "(6,7]" "2011" "1me3" NA
"1228" "(7,8]" "2011" "1me3" NA
"1229" "(8,9]" "2011" "1me3" NA
"1230" "(9,10]" "2011" "1me3" NA
"1231" "(10,11]" "2011" "1me3" NA
"1232" "(11,12]" "2011" "1me3" NA
"1233" "(12,13]" "2011" "1me3" NA
"1234" "(13,14]" "2011" "1me3" NA
"1235" "(14,15]" "2011" "1me3" NA
"1236" "(15,16]" "2011" "1me3" NA
"1237" "(16,17]" "2011" "1me3" NA
"1238" "(17,18]" "2011" "1me3" NA
"1239" "(18,19]" "2011" "1me3" NA
"1240" "(19,20]" "2011" "1me3" NA
"1241" "(0,1]" "2012" "1me3" NA
"1242" "(1,2]" "2012" "1me3" NA
"1243" "(2,3]" "2012" "1me3" NA
"1244" "(3,4]" "2012" "1me3" NA
"1245" "(4,5]" "2012" "1me3" NA
"1246" "(5,6]" "2012" "1me3" NA
"1247" "(6,7]" "2012" "1me3" NA
"1248" "(7,8]" "2012" "1me3" NA
"1249" "(8,9]" "2012" "1me3" NA
"1250" "(9,10]" "2012" "1me3" NA
"1251" "(10,11]" "2012" "1me3" NA
"1252" "(11,12]" "2012" "1me3" NA
"1253" "(12,13]" "2012" "1me3" NA
"1254" "(13,14]" "2012" "1me3" NA
"1255" "(14,15]" "2012" "1me3" NA
